observation_id,split,window_index,source_file,file_id,fault_label,fault_type,fault_size,load_hp,rpm,sampling_rate,sensor_location
cwru_106_w0048_train,train,48,106.mat,106,1,Inner Race Fault,0.007,1,1772,12000,DE
cwru_106_w0049_train,train,49,106.mat,106,1,Inner Race Fault,0.007,1,1772,12000,DE
cwru_106_w0050_train,train,50,106.mat,106,1,Inner Race Fault,0.007,1,1772,12000,DE
cwru_106_w0051_train,train,51,106.mat,106,1,Inner Race Fault,0.007,1,1772,12000,DE
cwru_106_w0052_train,train,52,106.mat,106,1,Inner Race Fault,0.007,1,1772,12000,DE
cwru_106_w0053_train,train,53,106.mat,106,1,Inner Race Fault,0.007,1,1772,12000,DE
cwru_106_w0054_train,train,54,106.mat,106,1,Inner Race Fault,0.007,1,1772,12000,DE
cwru_106_w0055_train,train,55,106.mat,106,1,Inner Race Fault,0.007,1,1772,12000,DE
cwru_106_w0056_train,train,56,106.mat,106,1,Inner Race Fault,0.007,1,1772,12000,DE
cwru_106_w0057_train,train,57,106.mat,106,1,Inner Race Fault,0.007,1,1772,12000,DE
cwru_224_w0000_train,train,0,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0001_train,train,1,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0002_train,train,2,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0003_train,train,3,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0004_train,train,4,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0005_train,train,5,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0006_train,train,6,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0007_train,train,7,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0008_train,train,8,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0009_train,train,9,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0010_train,train,10,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0011_train,train,11,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0012_train,train,12,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0013_train,train,13,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0014_train,train,14,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0015_train,train,15,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0016_train,train,16,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0017_train,train,17,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0018_train,train,18,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0019_train,train,19,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0020_train,train,20,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0021_train,train,21,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0022_train,train,22,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0023_train,train,23,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0024_train,train,24,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0025_train,train,25,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0026_train,train,26,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0027_train,train,27,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0028_train,train,28,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0029_train,train,29,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0030_train,train,30,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0031_train,train,31,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0032_train,train,32,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0033_train,train,33,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0034_train,train,34,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0035_train,train,35,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0036_train,train,36,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0037_train,train,37,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0038_train,train,38,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0039_train,train,39,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0040_train,train,40,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0041_train,train,41,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0042_train,train,42,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0043_train,train,43,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0044_train,train,44,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0045_train,train,45,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0046_train,train,46,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0047_train,train,47,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0048_train,train,48,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0049_train,train,49,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0050_train,train,50,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0051_train,train,51,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0052_train,train,52,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0053_train,train,53,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0054_train,train,54,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0055_train,train,55,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0056_train,train,56,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_224_w0057_train,train,57,224.mat,224,2,Ball Fault,0.021,2,1750,12000,DE
cwru_223_w0000_train,train,0,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0001_train,train,1,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0002_train,train,2,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0003_train,train,3,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0004_train,train,4,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0005_train,train,5,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0006_train,train,6,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0007_train,train,7,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0008_train,train,8,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0009_train,train,9,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0010_train,train,10,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0011_train,train,11,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0012_train,train,12,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0013_train,train,13,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0014_train,train,14,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0015_train,train,15,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0016_train,train,16,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0017_train,train,17,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0018_train,train,18,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0019_train,train,19,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0020_train,train,20,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0021_train,train,21,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0022_train,train,22,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0023_train,train,23,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0024_train,train,24,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0025_train,train,25,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0026_train,train,26,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0027_train,train,27,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0028_train,train,28,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0029_train,train,29,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0030_train,train,30,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0031_train,train,31,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0032_train,train,32,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0033_train,train,33,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0034_train,train,34,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0035_train,train,35,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0036_train,train,36,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0037_train,train,37,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0038_train,train,38,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0039_train,train,39,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0040_train,train,40,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0041_train,train,41,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0042_train,train,42,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0043_train,train,43,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0044_train,train,44,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0045_train,train,45,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0046_train,train,46,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0047_train,train,47,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0048_train,train,48,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0049_train,train,49,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0050_train,train,50,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0051_train,train,51,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0052_train,train,52,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0053_train,train,53,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0054_train,train,54,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0055_train,train,55,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0056_train,train,56,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_223_w0057_train,train,57,223.mat,223,2,Ball Fault,0.021,1,1772,12000,DE
cwru_118_w0000_train,train,0,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0001_train,train,1,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0002_train,train,2,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0003_train,train,3,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0004_train,train,4,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0005_train,train,5,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0006_train,train,6,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0007_train,train,7,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0008_train,train,8,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0009_train,train,9,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0010_train,train,10,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0011_train,train,11,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0012_train,train,12,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0013_train,train,13,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0014_train,train,14,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0015_train,train,15,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0016_train,train,16,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0017_train,train,17,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0018_train,train,18,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0019_train,train,19,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0020_train,train,20,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0021_train,train,21,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0022_train,train,22,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0023_train,train,23,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0024_train,train,24,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0025_train,train,25,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0026_train,train,26,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0027_train,train,27,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0028_train,train,28,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0029_train,train,29,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0030_train,train,30,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0031_train,train,31,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0032_train,train,32,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0033_train,train,33,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0034_train,train,34,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0035_train,train,35,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0036_train,train,36,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0037_train,train,37,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0038_train,train,38,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0039_train,train,39,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0040_train,train,40,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0041_train,train,41,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0042_train,train,42,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0043_train,train,43,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0044_train,train,44,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0045_train,train,45,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0046_train,train,46,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0047_train,train,47,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0048_train,train,48,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0049_train,train,49,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0050_train,train,50,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0051_train,train,51,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0052_train,train,52,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0053_train,train,53,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0054_train,train,54,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0055_train,train,55,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0056_train,train,56,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_118_w0057_train,train,57,118.mat,118,2,Ball Fault,0.007,0,1797,12000,DE
cwru_222_w0000_train,train,0,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0001_train,train,1,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0002_train,train,2,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0003_train,train,3,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0004_train,train,4,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0005_train,train,5,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0006_train,train,6,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0007_train,train,7,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0008_train,train,8,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0009_train,train,9,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0010_train,train,10,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0011_train,train,11,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0012_train,train,12,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0013_train,train,13,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0014_train,train,14,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0015_train,train,15,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0016_train,train,16,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0017_train,train,17,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0018_train,train,18,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0019_train,train,19,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0020_train,train,20,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0021_train,train,21,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0022_train,train,22,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0023_train,train,23,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0024_train,train,24,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0025_train,train,25,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0026_train,train,26,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0027_train,train,27,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0028_train,train,28,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0029_train,train,29,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0030_train,train,30,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0031_train,train,31,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0032_train,train,32,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0033_train,train,33,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0034_train,train,34,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0035_train,train,35,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0036_train,train,36,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0037_train,train,37,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0038_train,train,38,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0039_train,train,39,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0040_train,train,40,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0041_train,train,41,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0042_train,train,42,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0043_train,train,43,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0044_train,train,44,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0045_train,train,45,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0046_train,train,46,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0047_train,train,47,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0048_train,train,48,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0049_train,train,49,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0050_train,train,50,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0051_train,train,51,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0052_train,train,52,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0053_train,train,53,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0054_train,train,54,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0055_train,train,55,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0056_train,train,56,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_222_w0057_train,train,57,222.mat,222,2,Ball Fault,0.021,0,1797,12000,DE
cwru_187_w0000_train,train,0,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0001_train,train,1,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0002_train,train,2,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0003_train,train,3,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0004_train,train,4,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0005_train,train,5,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0006_train,train,6,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0007_train,train,7,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0008_train,train,8,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0009_train,train,9,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0010_train,train,10,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0011_train,train,11,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0012_train,train,12,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0013_train,train,13,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0014_train,train,14,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0015_train,train,15,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0016_train,train,16,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0017_train,train,17,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0018_train,train,18,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0019_train,train,19,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0020_train,train,20,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0021_train,train,21,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0022_train,train,22,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0023_train,train,23,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0024_train,train,24,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0025_train,train,25,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0026_train,train,26,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0027_train,train,27,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0028_train,train,28,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0029_train,train,29,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0030_train,train,30,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0031_train,train,31,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0032_train,train,32,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0033_train,train,33,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0034_train,train,34,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0035_train,train,35,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0036_train,train,36,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0037_train,train,37,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0038_train,train,38,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0039_train,train,39,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0040_train,train,40,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0041_train,train,41,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0042_train,train,42,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0043_train,train,43,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0044_train,train,44,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0045_train,train,45,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0046_train,train,46,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0047_train,train,47,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0048_train,train,48,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0049_train,train,49,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0050_train,train,50,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0051_train,train,51,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0052_train,train,52,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
cwru_187_w0053_train,train,53,187.mat,187,2,Ball Fault,0.014,2,1750,12000,DE
