observation_id,predicted_class,true_label,prob_normal,prob_ball_fault,prob_inner_race_fault,prob_outer_race_fault,uncertainty_score
249,Inner Race Fault,Inner Race Fault,7.392143e-07,6.43896e-06,0.9999329,5.9948754e-05,0.0005318765
250,Inner Race Fault,Inner Race Fault,7.8943003e-07,6.160945e-06,0.99987864,0.00011438274,0.0008977087
251,Inner Race Fault,Inner Race Fault,7.162792e-07,8.902807e-06,0.99997973,1.0700448e-05,0.00018495436
252,Inner Race Fault,Inner Race Fault,7.0179766e-07,5.328158e-06,0.9997384,0.0002555284,0.0017672927
253,Inner Race Fault,Inner Race Fault,1.8198937e-06,8.216271e-06,0.99988127,0.00010875365,0.0008883525
254,Inner Race Fault,Inner Race Fault,7.5398856e-07,3.5727362e-06,0.99827754,0.0017181268,0.009171861
255,Inner Race Fault,Inner Race Fault,1.1504568e-06,1.2446139e-05,0.9999645,2.1895756e-05,0.00030783424
256,Inner Race Fault,Inner Race Fault,9.526234e-07,4.7112267e-06,0.99934965,0.0006446428,0.0039365366
257,Inner Race Fault,Inner Race Fault,2.3167888e-06,9.227057e-06,0.99993896,4.9555827e-05,0.00049721386
258,Inner Race Fault,Inner Race Fault,5.2320627e-07,4.4318754e-06,0.99954444,0.0004506165,0.0028778915
259,Inner Race Fault,Inner Race Fault,1.6401784e-06,1.4084803e-05,0.9999789,5.3138133e-06,0.00019102622
260,Inner Race Fault,Inner Race Fault,5.9108226e-07,6.1268092e-06,0.9999292,6.403221e-05,0.0005562504
261,Inner Race Fault,Inner Race Fault,1.0167662e-06,9.123108e-06,0.9999734,1.6398324e-05,0.00023600084
262,Inner Race Fault,Inner Race Fault,5.4231236e-07,1.116276e-05,0.9999827,5.5779233e-06,0.00015860407
263,Inner Race Fault,Inner Race Fault,1.0637433e-06,8.449502e-06,0.999961,2.942418e-05,0.00033132648
264,Inner Race Fault,Inner Race Fault,9.861736e-07,8.130635e-06,0.99994373,4.719248e-05,0.00045826542
265,Inner Race Fault,Inner Race Fault,4.8304435e-07,4.7009275e-06,0.9999238,7.1034134e-05,0.000591079
266,Inner Race Fault,Inner Race Fault,2.13046e-06,7.113063e-06,0.99984646,0.000144265,0.0011119762
267,Inner Race Fault,Inner Race Fault,9.545506e-07,3.7781736e-06,0.99979025,0.00020499575,0.0014506767
268,Inner Race Fault,Inner Race Fault,8.7712465e-07,1.4437053e-05,0.99996984,1.4878455e-05,0.00026595115
269,Inner Race Fault,Inner Race Fault,5.022878e-07,5.812087e-06,0.9999424,5.1267838e-05,0.00046265515
270,Inner Race Fault,Inner Race Fault,1.119449e-06,1.9746305e-05,0.99997807,1.1160805e-06,0.00019221971
271,Inner Race Fault,Inner Race Fault,8.23308e-07,3.4386912e-06,0.99637306,0.0036227165,0.017338844
272,Inner Race Fault,Inner Race Fault,1.404654e-06,1.0965344e-05,0.9999654,2.2157492e-05,0.0003002254
273,Inner Race Fault,Inner Race Fault,8.9573643e-07,5.2681817e-06,0.99969435,0.00029949797,0.0020284697
274,Inner Race Fault,Inner Race Fault,1.2226835e-06,1.2115423e-05,0.99996686,1.979705e-05,0.0002895103
275,Inner Race Fault,Inner Race Fault,5.9273026e-07,7.177336e-06,0.9999459,4.635745e-05,0.00044019363
276,Inner Race Fault,Inner Race Fault,9.935231e-07,5.5389914e-06,0.9996172,0.00037626887,0.0024745397
277,Inner Race Fault,Inner Race Fault,8.648574e-07,8.422619e-06,0.9999254,6.5362416e-05,0.0005878368
278,Inner Race Fault,Inner Race Fault,4.527833e-07,4.3567106e-06,0.9999187,7.651566e-05,0.0006253409
279,Inner Race Fault,Inner Race Fault,2.5827756e-06,7.7460245e-06,0.9998491,0.00014048132,0.001097478
280,Inner Race Fault,Inner Race Fault,6.418131e-07,4.0537107e-06,0.9987538,0.0012415255,0.0069339387
281,Inner Race Fault,Inner Race Fault,7.590143e-07,1.2291249e-05,0.9999757,1.127071e-05,0.00021813333
282,Inner Race Fault,Inner Race Fault,9.939441e-07,3.008105e-06,0.9934515,0.0065446123,0.0284879
283,Inner Race Fault,Inner Race Fault,1.2854983e-06,1.48989e-05,0.9999707,1.30634035e-05,0.00025915043
284,Inner Race Fault,Inner Race Fault,5.790961e-07,4.8778998e-06,0.9996357,0.00035876528,0.0023647526
285,Inner Race Fault,Inner Race Fault,1.163734e-06,1.1135357e-05,0.99997115,1.6575184e-05,0.0002555052
286,Inner Race Fault,Inner Race Fault,1.8053178e-06,3.3169456e-06,0.9961635,0.0038314594,0.018188821
287,Inner Race Fault,Inner Race Fault,1.0135147e-06,6.1858887e-06,0.999948,4.4709013e-05,0.00042409977
288,Inner Race Fault,Inner Race Fault,4.6917623e-07,5.944253e-06,0.9999143,7.931872e-05,0.00065859227
289,Inner Race Fault,Inner Race Fault,1.0237848e-06,5.775375e-06,0.9998554,0.0001377745,0.0010482428
290,Outer Race Fault,Outer Race Fault,1.6622419e-09,4.925717e-11,9.4635005e-05,0.99990535,0.00070080464
291,Outer Race Fault,Outer Race Fault,1.0362085e-09,3.7289578e-11,8.5011045e-05,0.999915,0.0006360846
292,Outer Race Fault,Outer Race Fault,5.0008725e-10,1.6908426e-11,4.747924e-05,0.99995255,0.00037518833
293,Outer Race Fault,Outer Race Fault,9.927941e-10,2.6980067e-11,6.923305e-05,0.99993074,0.00052831194
294,Outer Race Fault,Outer Race Fault,2.150717e-09,1.4985523e-10,0.00026920694,0.99973077,0.0017904807
295,Outer Race Fault,Outer Race Fault,1.4664526e-09,7.627162e-11,0.00016188707,0.9998381,0.0011360892
296,Outer Race Fault,Outer Race Fault,1.1018861e-09,4.0680948e-11,9.040817e-05,0.99990964,0.00067243056
297,Outer Race Fault,Outer Race Fault,1.0237876e-09,4.4122747e-11,0.00010692537,0.99989307,0.0007823782
298,Outer Race Fault,Outer Race Fault,1.694154e-09,6.642426e-11,0.00012519036,0.99987483,0.0009017692
299,Outer Race Fault,Outer Race Fault,8.913113e-10,4.1466726e-11,9.350762e-05,0.99990654,0.00069320714
300,Outer Race Fault,Outer Race Fault,5.391369e-10,1.4774614e-11,4.2426513e-05,0.99995756,0.00033873648
301,Outer Race Fault,Outer Race Fault,8.7101115e-10,5.225962e-11,0.00010307223,0.9998969,0.0007569398
302,Outer Race Fault,Outer Race Fault,1.6866234e-09,8.4976304e-11,0.00015699315,0.999843,0.0011052298
303,Outer Race Fault,Outer Race Fault,9.865143e-10,4.0438677e-11,9.362289e-05,0.9999064,0.0006939827
304,Outer Race Fault,Outer Race Fault,1.2249688e-09,6.095353e-11,0.00012312566,0.99987686,0.00088839495
305,Outer Race Fault,Outer Race Fault,5.1585713e-09,3.9302522e-10,0.0006567565,0.9993432,0.003945422
306,Outer Race Fault,Outer Race Fault,1.2328065e-09,4.659432e-11,9.8585166e-05,0.9999014,0.0007271294
307,Outer Race Fault,Outer Race Fault,5.955494e-10,1.4882977e-11,4.3716565e-05,0.99995625,0.00034810737
308,Outer Race Fault,Outer Race Fault,5.60466e-10,1.6453902e-11,4.4606746e-05,0.9999554,0.00035450576
309,Outer Race Fault,Outer Race Fault,6.7532163e-10,3.9660508e-11,8.6670145e-05,0.99991333,0.00064729195
310,Outer Race Fault,Outer Race Fault,8.274655e-10,2.3710301e-11,6.178044e-05,0.99993825,0.00047647723
311,Outer Race Fault,Outer Race Fault,1.6266472e-09,7.914573e-11,0.00015158617,0.99984837,0.0010710282
312,Outer Race Fault,Outer Race Fault,9.247864e-10,3.9561566e-11,9.533624e-05,0.99990463,0.00070548913
313,Outer Race Fault,Outer Race Fault,9.2066277e-10,3.053747e-11,7.254686e-05,0.9999274,0.00055116724
314,Outer Race Fault,Outer Race Fault,1.4110574e-09,8.39193e-11,0.00017295375,0.9998271,0.0012054715
315,Outer Race Fault,Outer Race Fault,1.2875537e-09,6.5697704e-11,0.00013342587,0.9998666,0.0009549453
316,Outer Race Fault,Outer Race Fault,5.77481e-10,2.6339935e-11,6.0215036e-05,0.9999398,0.00046552648
317,Outer Race Fault,Outer Race Fault,1.1495649e-09,5.4069138e-11,0.000121089455,0.9998789,0.00087516604
318,Outer Race Fault,Outer Race Fault,1.4228267e-09,7.1991524e-11,0.00012168789,0.9998783,0.0008790606
319,Outer Race Fault,Outer Race Fault,8.746443e-10,3.5984358e-11,8.717153e-05,0.99991286,0.00065065885
320,Outer Race Fault,Outer Race Fault,7.149042e-10,2.5327306e-11,6.345427e-05,0.9999366,0.00048815788
321,Outer Race Fault,Outer Race Fault,7.505323e-10,2.0987963e-11,5.513037e-05,0.9999449,0.00042969765
322,Outer Race Fault,Outer Race Fault,1.2630614e-09,7.5141525e-11,0.00015492697,0.999845,0.0010921874
323,Outer Race Fault,Outer Race Fault,9.959077e-10,6.7256756e-11,0.00014794267,0.99985206,0.0010478365
324,Outer Race Fault,Outer Race Fault,7.7196e-10,2.706383e-11,7.464116e-05,0.9999254,0.00056549354
325,Outer Race Fault,Outer Race Fault,3.956144e-10,1.2004765e-11,3.7918857e-05,0.9999621,0.00030580303
326,Outer Race Fault,Outer Race Fault,8.6698065e-10,4.5749085e-11,0.000106330364,0.99989367,0.00077844976
327,Outer Race Fault,Outer Race Fault,6.0703087e-10,2.0737648e-11,5.614747e-05,0.99994385,0.00043692335
328,Outer Race Fault,Outer Race Fault,7.795928e-10,1.9545822e-11,5.2806743e-05,0.9999472,0.0004132686
329,Outer Race Fault,Outer Race Fault,1.9371136e-09,1.1912192e-10,0.00020760913,0.9997924,0.001419697
330,Outer Race Fault,Outer Race Fault,1.0557718e-09,4.018868e-11,9.2217946e-05,0.99990773,0.00068464264
331,Outer Race Fault,Outer Race Fault,1.3869208e-09,7.7888106e-11,0.00015902864,0.999841,0.0011180707
332,Outer Race Fault,Outer Race Fault,1.734608e-09,8.698214e-11,0.0001592552,0.99984074,0.0011195134
333,Outer Race Fault,Outer Race Fault,6.1006394e-10,1.9760664e-11,5.403525e-05,0.999946,0.00042195755
334,Outer Race Fault,Outer Race Fault,5.1346655e-10,1.7054842e-11,4.663027e-05,0.9999534,0.00036909693
335,Outer Race Fault,Outer Race Fault,7.742449e-10,2.5316471e-11,6.034391e-05,0.9999397,0.00046642564
336,Outer Race Fault,Outer Race Fault,8.6904656e-10,4.4455845e-11,9.905217e-05,0.99990094,0.000730238
337,Outer Race Fault,Outer Race Fault,8.8358504e-10,3.466614e-11,8.692566e-05,0.9999131,0.0006490063
338,Outer Race Fault,Outer Race Fault,9.487553e-10,3.2932178e-11,7.91767e-05,0.99992085,0.0005964848
339,Outer Race Fault,Outer Race Fault,1.126895e-09,6.260662e-11,0.00013145829,0.9998685,0.00094231294
340,Outer Race Fault,Outer Race Fault,1.0488584e-09,4.6578495e-11,9.875237e-05,0.9999013,0.0007282047
341,Outer Race Fault,Outer Race Fault,8.369374e-10,2.7621582e-11,7.060593e-05,0.9999294,0.00053774077
342,Outer Race Fault,Outer Race Fault,6.7896017e-10,2.449648e-11,6.5159074e-05,0.9999348,0.000500087
343,Outer Race Fault,Outer Race Fault,1.0531735e-09,6.418888e-11,0.00012825559,0.99987173,0.000921626
344,Outer Race Fault,Outer Race Fault,7.910444e-10,2.5341559e-11,6.734178e-05,0.99993265,0.0005152117
345,Outer Race Fault,Outer Race Fault,1.151098e-09,5.147152e-11,0.000106272375,0.99989367,0.000778113
346,Outer Race Fault,Outer Race Fault,7.30734e-10,2.920389e-11,7.019875e-05,0.9999298,0.00053496676
347,Outer Race Fault,Outer Race Fault,1.0471889e-09,3.8885943e-11,7.816267e-05,0.9999218,0.00058961735
348,Outer Race Fault,Outer Race Fault,7.550245e-10,1.3991792e-11,4.2359286e-05,0.9999577,0.00033821384
349,Outer Race Fault,Outer Race Fault,6.8262773e-10,1.187127e-11,3.9609044e-05,0.9999604,0.00031817672
350,Outer Race Fault,Outer Race Fault,1.3165784e-09,2.7276133e-11,7.3165895e-05,0.9999268,0.00055541034
351,Outer Race Fault,Outer Race Fault,5.929631e-10,1.5638699e-11,5.2648902e-05,0.9999473,0.00041217217
352,Outer Race Fault,Outer Race Fault,1.5480137e-09,2.5681011e-11,6.876523e-05,0.9999312,0.00052507984
353,Outer Race Fault,Outer Race Fault,7.241493e-10,1.3030162e-11,4.5079883e-05,0.99995494,0.0003579279
354,Outer Race Fault,Outer Race Fault,3.1809677e-10,4.7782e-12,2.0878546e-05,0.99997914,0.0001773593
355,Outer Race Fault,Outer Race Fault,1.4995073e-09,3.0578307e-11,7.503961e-05,0.9999249,0.0005682909
356,Outer Race Fault,Outer Race Fault,7.1204936e-10,1.1353444e-11,3.828121e-05,0.99996173,0.00030846387
357,Outer Race Fault,Outer Race Fault,5.1267746e-10,8.5505865e-12,3.2030217e-05,0.99996793,0.00026224824
358,Outer Race Fault,Outer Race Fault,6.559387e-10,1.1149266e-11,3.9213024e-05,0.9999608,0.00031530694
359,Outer Race Fault,Outer Race Fault,1.2536295e-09,1.99803e-11,5.9184495e-05,0.99994075,0.00045836132
360,Outer Race Fault,Outer Race Fault,6.9674133e-10,1.4419175e-11,5.0438623e-05,0.9999496,0.00039639277
361,Outer Race Fault,Outer Race Fault,4.0325324e-10,5.402907e-12,2.4754423e-05,0.9999752,0.00020728789
362,Outer Race Fault,Outer Race Fault,9.677114e-10,2.1141536e-11,6.195985e-05,0.999938,0.00047777587
363,Outer Race Fault,Outer Race Fault,6.428366e-10,1.3311146e-11,4.9562062e-05,0.9999504,0.00039016033
364,Outer Race Fault,Outer Race Fault,6.87249e-10,1.3161552e-11,4.4745168e-05,0.9999553,0.00035549377
365,Outer Race Fault,Outer Race Fault,3.718435e-10,6.144024e-12,2.5603329e-05,0.99997437,0.00021376158
366,Outer Race Fault,Outer Race Fault,1.0191988e-09,1.5458666e-11,4.830592e-05,0.9999517,0.0003811328
367,Outer Race Fault,Outer Race Fault,6.373472e-10,1.1419112e-11,4.2593983e-05,0.99995744,0.00033991906
368,Outer Race Fault,Outer Race Fault,3.3281505e-10,5.0010226e-12,2.4258148e-05,0.9999758,0.00020341427
369,Outer Race Fault,Outer Race Fault,5.0229804e-10,1.0747071e-11,3.6614987e-05,0.9999634,0.0002962081
370,Outer Race Fault,Outer Race Fault,9.035772e-10,1.5835649e-11,4.7920057e-05,0.9999521,0.00037838425
371,Outer Race Fault,Outer Race Fault,5.0373167e-10,8.101725e-12,3.0421066e-05,0.9999696,0.0002501629
372,Outer Race Fault,Outer Race Fault,4.944474e-10,9.047125e-12,3.863542e-05,0.9999614,0.00031106058
373,Outer Race Fault,Outer Race Fault,1.0041893e-09,1.3711941e-11,4.5462515e-05,0.9999546,0.00036067478
374,Outer Race Fault,Outer Race Fault,9.926925e-10,2.2096873e-11,6.2672356e-05,0.9999373,0.00048275504
375,Outer Race Fault,Outer Race Fault,6.5458844e-10,1.3637473e-11,4.9423583e-05,0.9999505,0.00038918413
376,Outer Race Fault,Outer Race Fault,6.4968025e-10,1.0875191e-11,3.7864687e-05,0.9999621,0.00030544802
377,Outer Race Fault,Outer Race Fault,4.7332277e-10,8.835322e-12,3.5048073e-05,0.99996495,0.0002846496
378,Outer Race Fault,Outer Race Fault,4.2894502e-10,5.96374e-12,2.4611358e-05,0.99997544,0.00020612463
379,Outer Race Fault,Outer Race Fault,6.132172e-10,9.646165e-12,3.517857e-05,0.99996483,0.00028560904
380,Outer Race Fault,Outer Race Fault,4.4353404e-10,5.297711e-12,2.2260212e-05,0.9999777,0.0001881049
381,Outer Race Fault,Outer Race Fault,5.018642e-10,8.3686755e-12,3.2890926e-05,0.9999671,0.00026864614
382,Outer Race Fault,Outer Race Fault,5.169041e-10,1.0431906e-11,3.64689e-05,0.9999635,0.00029515103
383,Outer Race Fault,Outer Race Fault,8.164072e-10,1.6169736e-11,4.8032605e-05,0.99995196,0.0003791952
384,Outer Race Fault,Outer Race Fault,8.777383e-10,1.4786339e-11,4.2610318e-05,0.99995744,0.00034002936
385,Outer Race Fault,Outer Race Fault,6.434149e-10,1.0017038e-11,3.9166232e-05,0.9999608,0.00031499803
386,Outer Race Fault,Outer Race Fault,6.4348576e-10,1.4532449e-11,5.1143736e-05,0.99994886,0.00040142855
387,Outer Race Fault,Outer Race Fault,7.4891376e-10,1.0719299e-11,3.7691512e-05,0.99996233,0.00030413023
388,Outer Race Fault,Outer Race Fault,7.2310546e-10,1.4888969e-11,5.3220843e-05,0.99994683,0.00041616784
389,Outer Race Fault,Outer Race Fault,1.0652861e-09,2.8553186e-11,7.596907e-05,0.99992406,0.0005745798
390,Outer Race Fault,Outer Race Fault,7.586203e-10,1.5059669e-11,4.8043003e-05,0.99995196,0.00037926142
391,Outer Race Fault,Outer Race Fault,7.926076e-10,1.1698585e-11,4.061925e-05,0.99995935,0.00032560082
392,Outer Race Fault,Outer Race Fault,1.0679485e-09,2.5376295e-11,7.649472e-05,0.99992347,0.00057822576
393,Outer Race Fault,Outer Race Fault,6.649607e-10,1.2135956e-11,4.0899457e-05,0.9999591,0.0003276119
394,Outer Race Fault,Outer Race Fault,5.602959e-10,6.152514e-12,2.381275e-05,0.99997616,0.00020006378
395,Outer Race Fault,Outer Race Fault,1.1020661e-09,2.3225092e-11,7.003306e-05,0.9999299,0.0005338622
396,Outer Race Fault,Outer Race Fault,1.2295693e-09,2.5680756e-11,7.293622e-05,0.99992704,0.0005538249
397,Outer Race Fault,Outer Race Fault,3.71546e-10,5.6508682e-12,2.2963899e-05,0.999977,0.00019354203
398,Outer Race Fault,Outer Race Fault,9.130394e-10,1.6327694e-11,5.025085e-05,0.9999497,0.0003951048
399,Outer Race Fault,Outer Race Fault,5.24532e-10,8.840894e-12,3.201852e-05,0.99996793,0.00026216955
400,Outer Race Fault,Outer Race Fault,7.040665e-10,1.223292e-11,4.405892e-05,0.9999559,0.00035059784
401,Outer Race Fault,Outer Race Fault,7.164279e-10,8.675353e-12,3.4258785e-05,0.9999658,0.00027877325
402,Outer Race Fault,Outer Race Fault,5.446598e-10,7.1524917e-12,2.8151806e-05,0.99997187,0.00023307936
403,Outer Race Fault,Outer Race Fault,5.8349775e-10,1.0808307e-11,3.6696958e-05,0.9999633,0.00029684012
404,Outer Race Fault,Outer Race Fault,5.8953215e-10,9.891645e-12,3.6337435e-05,0.99996364,0.00029419168
405,Outer Race Fault,Outer Race Fault,2.5894717e-09,6.057024e-11,0.00014064845,0.99985933,0.0010013427
