dataset,bearing_code,bearing_type,health_state,damage_category,damage_modes,damage_components,damage_methods,operating_condition,measurement_number,modality,channel_name,channel_index,source_file,split,sampling_rate_hz,window_size,window_index,observation_id,fault_label,recording_id
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,59,paderborn_K006_N15_M07_F10_m17_vibration_1_w059,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,60,paderborn_K006_N15_M07_F10_m17_vibration_1_w060,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,61,paderborn_K006_N15_M07_F10_m17_vibration_1_w061,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,62,paderborn_K006_N15_M07_F10_m17_vibration_1_w062,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,63,paderborn_K006_N15_M07_F10_m17_vibration_1_w063,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,64,paderborn_K006_N15_M07_F10_m17_vibration_1_w064,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,65,paderborn_K006_N15_M07_F10_m17_vibration_1_w065,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,66,paderborn_K006_N15_M07_F10_m17_vibration_1_w066,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,67,paderborn_K006_N15_M07_F10_m17_vibration_1_w067,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,68,paderborn_K006_N15_M07_F10_m17_vibration_1_w068,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,69,paderborn_K006_N15_M07_F10_m17_vibration_1_w069,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,70,paderborn_K006_N15_M07_F10_m17_vibration_1_w070,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,71,paderborn_K006_N15_M07_F10_m17_vibration_1_w071,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,72,paderborn_K006_N15_M07_F10_m17_vibration_1_w072,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,73,paderborn_K006_N15_M07_F10_m17_vibration_1_w073,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,74,paderborn_K006_N15_M07_F10_m17_vibration_1_w074,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,75,paderborn_K006_N15_M07_F10_m17_vibration_1_w075,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,76,paderborn_K006_N15_M07_F10_m17_vibration_1_w076,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,77,paderborn_K006_N15_M07_F10_m17_vibration_1_w077,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,78,paderborn_K006_N15_M07_F10_m17_vibration_1_w078,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,79,paderborn_K006_N15_M07_F10_m17_vibration_1_w079,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,80,paderborn_K006_N15_M07_F10_m17_vibration_1_w080,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,81,paderborn_K006_N15_M07_F10_m17_vibration_1_w081,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,82,paderborn_K006_N15_M07_F10_m17_vibration_1_w082,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,83,paderborn_K006_N15_M07_F10_m17_vibration_1_w083,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,84,paderborn_K006_N15_M07_F10_m17_vibration_1_w084,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,85,paderborn_K006_N15_M07_F10_m17_vibration_1_w085,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,86,paderborn_K006_N15_M07_F10_m17_vibration_1_w086,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,87,paderborn_K006_N15_M07_F10_m17_vibration_1_w087,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,88,paderborn_K006_N15_M07_F10_m17_vibration_1_w088,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,89,paderborn_K006_N15_M07_F10_m17_vibration_1_w089,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,90,paderborn_K006_N15_M07_F10_m17_vibration_1_w090,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,91,paderborn_K006_N15_M07_F10_m17_vibration_1_w091,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,92,paderborn_K006_N15_M07_F10_m17_vibration_1_w092,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,93,paderborn_K006_N15_M07_F10_m17_vibration_1_w093,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,94,paderborn_K006_N15_M07_F10_m17_vibration_1_w094,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,95,paderborn_K006_N15_M07_F10_m17_vibration_1_w095,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,96,paderborn_K006_N15_M07_F10_m17_vibration_1_w096,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,97,paderborn_K006_N15_M07_F10_m17_vibration_1_w097,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,98,paderborn_K006_N15_M07_F10_m17_vibration_1_w098,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,99,paderborn_K006_N15_M07_F10_m17_vibration_1_w099,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,100,paderborn_K006_N15_M07_F10_m17_vibration_1_w100,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,101,paderborn_K006_N15_M07_F10_m17_vibration_1_w101,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,102,paderborn_K006_N15_M07_F10_m17_vibration_1_w102,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,103,paderborn_K006_N15_M07_F10_m17_vibration_1_w103,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,104,paderborn_K006_N15_M07_F10_m17_vibration_1_w104,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,105,paderborn_K006_N15_M07_F10_m17_vibration_1_w105,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,106,paderborn_K006_N15_M07_F10_m17_vibration_1_w106,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,107,paderborn_K006_N15_M07_F10_m17_vibration_1_w107,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,108,paderborn_K006_N15_M07_F10_m17_vibration_1_w108,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,109,paderborn_K006_N15_M07_F10_m17_vibration_1_w109,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,110,paderborn_K006_N15_M07_F10_m17_vibration_1_w110,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,111,paderborn_K006_N15_M07_F10_m17_vibration_1_w111,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,112,paderborn_K006_N15_M07_F10_m17_vibration_1_w112,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,113,paderborn_K006_N15_M07_F10_m17_vibration_1_w113,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,114,paderborn_K006_N15_M07_F10_m17_vibration_1_w114,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,115,paderborn_K006_N15_M07_F10_m17_vibration_1_w115,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,116,paderborn_K006_N15_M07_F10_m17_vibration_1_w116,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,117,paderborn_K006_N15_M07_F10_m17_vibration_1_w117,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,118,paderborn_K006_N15_M07_F10_m17_vibration_1_w118,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,119,paderborn_K006_N15_M07_F10_m17_vibration_1_w119,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,120,paderborn_K006_N15_M07_F10_m17_vibration_1_w120,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,121,paderborn_K006_N15_M07_F10_m17_vibration_1_w121,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,122,paderborn_K006_N15_M07_F10_m17_vibration_1_w122,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,123,paderborn_K006_N15_M07_F10_m17_vibration_1_w123,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,17,vibration,vibration_1,0,N15_M07_F10_K006_17.mat,train,64000,2048,124,paderborn_K006_N15_M07_F10_m17_vibration_1_w124,0,K006_m17
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,0,paderborn_K006_N15_M07_F10_m18_vibration_1_w000,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,1,paderborn_K006_N15_M07_F10_m18_vibration_1_w001,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,2,paderborn_K006_N15_M07_F10_m18_vibration_1_w002,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,3,paderborn_K006_N15_M07_F10_m18_vibration_1_w003,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,4,paderborn_K006_N15_M07_F10_m18_vibration_1_w004,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,5,paderborn_K006_N15_M07_F10_m18_vibration_1_w005,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,6,paderborn_K006_N15_M07_F10_m18_vibration_1_w006,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,7,paderborn_K006_N15_M07_F10_m18_vibration_1_w007,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,8,paderborn_K006_N15_M07_F10_m18_vibration_1_w008,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,9,paderborn_K006_N15_M07_F10_m18_vibration_1_w009,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,10,paderborn_K006_N15_M07_F10_m18_vibration_1_w010,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,11,paderborn_K006_N15_M07_F10_m18_vibration_1_w011,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,12,paderborn_K006_N15_M07_F10_m18_vibration_1_w012,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,13,paderborn_K006_N15_M07_F10_m18_vibration_1_w013,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,14,paderborn_K006_N15_M07_F10_m18_vibration_1_w014,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,15,paderborn_K006_N15_M07_F10_m18_vibration_1_w015,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,16,paderborn_K006_N15_M07_F10_m18_vibration_1_w016,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,17,paderborn_K006_N15_M07_F10_m18_vibration_1_w017,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,18,paderborn_K006_N15_M07_F10_m18_vibration_1_w018,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,19,paderborn_K006_N15_M07_F10_m18_vibration_1_w019,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,20,paderborn_K006_N15_M07_F10_m18_vibration_1_w020,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,21,paderborn_K006_N15_M07_F10_m18_vibration_1_w021,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,22,paderborn_K006_N15_M07_F10_m18_vibration_1_w022,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,23,paderborn_K006_N15_M07_F10_m18_vibration_1_w023,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,24,paderborn_K006_N15_M07_F10_m18_vibration_1_w024,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,25,paderborn_K006_N15_M07_F10_m18_vibration_1_w025,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,26,paderborn_K006_N15_M07_F10_m18_vibration_1_w026,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,27,paderborn_K006_N15_M07_F10_m18_vibration_1_w027,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,28,paderborn_K006_N15_M07_F10_m18_vibration_1_w028,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,29,paderborn_K006_N15_M07_F10_m18_vibration_1_w029,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,30,paderborn_K006_N15_M07_F10_m18_vibration_1_w030,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,31,paderborn_K006_N15_M07_F10_m18_vibration_1_w031,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,32,paderborn_K006_N15_M07_F10_m18_vibration_1_w032,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,33,paderborn_K006_N15_M07_F10_m18_vibration_1_w033,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,34,paderborn_K006_N15_M07_F10_m18_vibration_1_w034,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,35,paderborn_K006_N15_M07_F10_m18_vibration_1_w035,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,36,paderborn_K006_N15_M07_F10_m18_vibration_1_w036,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,37,paderborn_K006_N15_M07_F10_m18_vibration_1_w037,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,38,paderborn_K006_N15_M07_F10_m18_vibration_1_w038,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,39,paderborn_K006_N15_M07_F10_m18_vibration_1_w039,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,40,paderborn_K006_N15_M07_F10_m18_vibration_1_w040,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,41,paderborn_K006_N15_M07_F10_m18_vibration_1_w041,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,42,paderborn_K006_N15_M07_F10_m18_vibration_1_w042,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,43,paderborn_K006_N15_M07_F10_m18_vibration_1_w043,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,44,paderborn_K006_N15_M07_F10_m18_vibration_1_w044,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,45,paderborn_K006_N15_M07_F10_m18_vibration_1_w045,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,46,paderborn_K006_N15_M07_F10_m18_vibration_1_w046,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,47,paderborn_K006_N15_M07_F10_m18_vibration_1_w047,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,48,paderborn_K006_N15_M07_F10_m18_vibration_1_w048,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,49,paderborn_K006_N15_M07_F10_m18_vibration_1_w049,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,50,paderborn_K006_N15_M07_F10_m18_vibration_1_w050,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,51,paderborn_K006_N15_M07_F10_m18_vibration_1_w051,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,52,paderborn_K006_N15_M07_F10_m18_vibration_1_w052,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,53,paderborn_K006_N15_M07_F10_m18_vibration_1_w053,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,54,paderborn_K006_N15_M07_F10_m18_vibration_1_w054,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,55,paderborn_K006_N15_M07_F10_m18_vibration_1_w055,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,56,paderborn_K006_N15_M07_F10_m18_vibration_1_w056,0,K006_m18
paderborn,K006,6203,healthy,n/a,(),(),(),N15_M07_F10,18,vibration,vibration_1,0,N15_M07_F10_K006_18.mat,train,64000,2048,57,paderborn_K006_N15_M07_F10_m18_vibration_1_w057,0,K006_m18
