timestamp,novelty,uncertainty,task_relevance,temporal_importance,resource_cost,scenario
2026-08-14T00:04:15Z,0.8201,0.7926,0.9247,0.8298,0.3874,Scenario B: Sudden Important Event
2026-08-14T00:04:16Z,0.9034,0.7708,0.9301,0.866,0.3108,Scenario B: Sudden Important Event
2026-08-14T00:04:17Z,0.8304,0.7115,0.8343,0.8567,0.2611,Scenario B: Sudden Important Event
2026-08-14T00:04:18Z,0.846,0.6684,0.8054,0.8716,0.2794,Scenario B: Sudden Important Event
2026-08-14T00:04:19Z,0.8755,0.8493,0.8685,0.903,0.2894,Scenario B: Sudden Important Event
2026-08-14T00:04:20Z,0.9247,0.7065,0.9325,0.9126,0.3201,Scenario B: Sudden Important Event
2026-08-14T00:04:21Z,0.9468,0.7128,0.7921,0.8936,0.3031,Scenario B: Sudden Important Event
2026-08-14T00:04:22Z,0.9037,0.6409,0.8746,0.9411,0.3839,Scenario B: Sudden Important Event
2026-08-14T00:04:23Z,0.8336,0.7987,0.8763,0.7536,0.2994,Scenario B: Sudden Important Event
2026-08-14T00:04:24Z,0.8343,0.7734,0.8966,0.7892,0.3984,Scenario B: Sudden Important Event
2026-08-14T00:04:25Z,0.8975,0.6552,0.7763,0.7515,0.3703,Scenario B: Sudden Important Event
2026-08-14T00:04:26Z,0.7978,0.6206,0.8932,0.8795,0.2417,Scenario B: Sudden Important Event
2026-08-14T00:04:27Z,0.7721,0.7701,0.9318,0.9296,0.3861,Scenario B: Sudden Important Event
2026-08-14T00:04:28Z,0.8209,0.7636,0.7859,0.7987,0.2233,Scenario B: Sudden Important Event
2026-08-14T00:04:29Z,0.8074,0.6683,0.7975,0.9354,0.3635,Scenario B: Sudden Important Event
2026-08-14T00:04:30Z,0.8093,0.8377,0.9443,0.7621,0.2761,Scenario B: Sudden Important Event
2026-08-14T00:04:31Z,0.7967,0.6378,0.7862,0.9369,0.3756,Scenario B: Sudden Important Event
2026-08-14T00:04:32Z,0.7584,0.7081,0.9209,0.8203,0.3736,Scenario B: Sudden Important Event
2026-08-14T00:04:33Z,0.7536,0.8359,0.8485,0.7703,0.3612,Scenario B: Sudden Important Event
2026-08-14T00:04:34Z,0.9475,0.7049,0.7994,0.8472,0.358,Scenario B: Sudden Important Event
2026-08-14T00:04:35Z,0.8356,0.7596,0.9241,0.8014,0.2609,Scenario B: Sudden Important Event
2026-08-14T00:04:36Z,0.8269,0.6994,0.8391,0.807,0.2162,Scenario B: Sudden Important Event
2026-08-14T00:04:37Z,0.8859,0.6686,0.853,0.8115,0.2806,Scenario B: Sudden Important Event
2026-08-14T00:04:38Z,0.7937,0.846,0.8218,0.9106,0.2347,Scenario B: Sudden Important Event
2026-08-14T00:04:39Z,0.94,0.7023,0.8686,0.8578,0.339,Scenario B: Sudden Important Event
2026-08-14T00:04:40Z,0.9073,0.8235,0.7827,0.8123,0.2692,Scenario B: Sudden Important Event
2026-08-14T00:04:41Z,0.7679,0.6575,0.8282,0.8721,0.3951,Scenario B: Sudden Important Event
2026-08-14T00:04:42Z,0.8335,0.6533,0.9439,0.8932,0.3282,Scenario B: Sudden Important Event
2026-08-14T00:04:43Z,0.9258,0.6078,0.8016,0.8045,0.3645,Scenario B: Sudden Important Event
2026-08-14T00:04:44Z,0.9389,0.7629,0.8813,0.8327,0.2265,Scenario B: Sudden Important Event
2026-08-14T00:04:45Z,0.8435,0.6921,0.815,0.7744,0.3724,Scenario B: Sudden Important Event
2026-08-14T00:04:46Z,0.8727,0.8161,0.9047,0.7862,0.3846,Scenario B: Sudden Important Event
2026-08-14T00:04:47Z,0.7834,0.7183,0.7762,0.8862,0.2974,Scenario B: Sudden Important Event
2026-08-14T00:04:48Z,0.9482,0.842,0.944,0.7863,0.3213,Scenario B: Sudden Important Event
2026-08-14T00:04:49Z,0.7963,0.6464,0.8408,0.855,0.353,Scenario B: Sudden Important Event
2026-08-14T00:04:50Z,0.9385,0.8172,0.7972,0.8918,0.235,Scenario B: Sudden Important Event
2026-08-14T00:04:51Z,0.8799,0.7941,0.7647,0.7714,0.3005,Scenario B: Sudden Important Event
2026-08-14T00:04:52Z,0.8715,0.7927,0.784,0.8635,0.2797,Scenario B: Sudden Important Event
2026-08-14T00:04:53Z,0.8525,0.8112,0.854,0.8013,0.2293,Scenario B: Sudden Important Event
2026-08-14T00:04:54Z,0.7961,0.7903,0.8174,0.9426,0.2735,Scenario B: Sudden Important Event
2026-08-14T00:04:55Z,0.7853,0.7566,0.9158,0.8467,0.2136,Scenario B: Sudden Important Event
2026-08-14T00:04:56Z,0.7941,0.6328,0.8362,0.9112,0.2052,Scenario B: Sudden Important Event
2026-08-14T00:04:57Z,0.7873,0.6081,0.7997,0.86,0.227,Scenario B: Sudden Important Event
2026-08-14T00:04:58Z,0.9059,0.8302,0.8734,0.7587,0.3926,Scenario B: Sudden Important Event
2026-08-14T00:04:59Z,0.82,0.7542,0.8914,0.8766,0.3099,Scenario B: Sudden Important Event
2026-08-14T00:05:00Z,0.7616,0.7991,0.7834,0.9403,0.3932,Scenario B: Sudden Important Event
2026-08-14T00:05:01Z,0.9438,0.7204,0.7835,0.8703,0.2865,Scenario B: Sudden Important Event
2026-08-14T00:05:02Z,0.9268,0.6293,0.7573,0.9138,0.2624,Scenario B: Sudden Important Event
2026-08-14T00:05:03Z,0.9356,0.6313,0.8973,0.9268,0.3012,Scenario B: Sudden Important Event
2026-08-14T00:05:04Z,0.949,0.7714,0.8828,0.7956,0.2879,Scenario B: Sudden Important Event
2026-08-14T00:05:05Z,0.7848,0.7076,0.8449,0.7924,0.2211,Scenario B: Sudden Important Event
2026-08-14T00:05:06Z,0.8292,0.6501,0.9188,0.8722,0.3282,Scenario B: Sudden Important Event
2026-08-14T00:05:07Z,0.9016,0.7229,0.9111,0.8322,0.2432,Scenario B: Sudden Important Event
2026-08-14T00:05:08Z,0.8892,0.6161,0.8671,0.918,0.3239,Scenario B: Sudden Important Event
2026-08-14T00:05:09Z,0.7808,0.7455,0.9237,0.93,0.33,Scenario B: Sudden Important Event
2026-08-14T00:05:10Z,0.9132,0.6672,0.7912,0.8207,0.2304,Scenario B: Sudden Important Event
2026-08-14T00:05:11Z,0.7949,0.7994,0.7724,0.7974,0.2123,Scenario B: Sudden Important Event
2026-08-14T00:05:12Z,0.7948,0.6776,0.8039,0.9061,0.3562,Scenario B: Sudden Important Event
2026-08-14T00:05:13Z,0.8574,0.7138,0.7614,0.805,0.292,Scenario B: Sudden Important Event
2026-08-14T00:05:14Z,0.8686,0.6029,0.8562,0.9145,0.2116,Scenario B: Sudden Important Event
2026-08-14T00:05:15Z,0.866,0.6181,0.9373,0.8347,0.399,Scenario B: Sudden Important Event
2026-08-14T00:05:16Z,0.7683,0.6981,0.7579,0.8835,0.2116,Scenario B: Sudden Important Event
2026-08-14T00:05:17Z,0.9255,0.72,0.7744,0.7691,0.339,Scenario B: Sudden Important Event
2026-08-14T00:05:18Z,0.8031,0.75,0.8404,0.8748,0.3967,Scenario B: Sudden Important Event
2026-08-14T00:05:19Z,0.7759,0.6729,0.9368,0.8404,0.2478,Scenario B: Sudden Important Event
2026-08-14T00:05:20Z,0.9277,0.7737,0.8132,0.8673,0.2284,Scenario B: Sudden Important Event
2026-08-14T00:05:21Z,0.9411,0.815,0.8514,0.7836,0.2243,Scenario B: Sudden Important Event
2026-08-14T00:05:22Z,0.9224,0.795,0.7583,0.8974,0.2607,Scenario B: Sudden Important Event
2026-08-14T00:05:23Z,0.9119,0.6099,0.7797,0.9226,0.2202,Scenario B: Sudden Important Event
2026-08-14T00:05:24Z,0.881,0.7201,0.9473,0.7933,0.3384,Scenario B: Sudden Important Event
2026-08-14T00:05:25Z,0.8602,0.6262,0.943,0.7691,0.2125,Scenario B: Sudden Important Event
2026-08-14T00:05:26Z,0.7674,0.6605,0.751,0.7547,0.3019,Scenario B: Sudden Important Event
2026-08-14T00:05:27Z,0.8317,0.8467,0.9404,0.8784,0.3993,Scenario B: Sudden Important Event
2026-08-14T00:05:28Z,0.8245,0.6356,0.8778,0.8714,0.3628,Scenario B: Sudden Important Event
2026-08-14T00:05:29Z,0.802,0.7247,0.9236,0.8593,0.323,Scenario B: Sudden Important Event
2026-08-14T00:05:30Z,0.8947,0.7545,0.8409,0.7964,0.2613,Scenario B: Sudden Important Event
2026-08-14T00:05:31Z,0.8492,0.7756,0.8531,0.8282,0.3248,Scenario B: Sudden Important Event
2026-08-14T00:05:32Z,0.7662,0.7399,0.8478,0.8689,0.3054,Scenario B: Sudden Important Event
2026-08-14T00:05:33Z,0.794,0.6024,0.8834,0.8494,0.2852,Scenario B: Sudden Important Event
2026-08-14T00:05:34Z,0.8867,0.6816,0.7779,0.9476,0.2261,Scenario B: Sudden Important Event
2026-08-14T00:05:35Z,0.7652,0.7294,0.756,0.7773,0.3773,Scenario B: Sudden Important Event
2026-08-14T00:05:36Z,0.9202,0.622,0.8116,0.889,0.29,Scenario B: Sudden Important Event
2026-08-14T00:05:37Z,0.849,0.6877,0.8909,0.8309,0.2389,Scenario B: Sudden Important Event
2026-08-14T00:05:38Z,0.8461,0.6083,0.7904,0.8356,0.2736,Scenario B: Sudden Important Event
2026-08-14T00:05:39Z,0.8685,0.6196,0.8847,0.8935,0.2828,Scenario B: Sudden Important Event
2026-08-14T00:05:40Z,0.9149,0.6992,0.944,0.8885,0.3655,Scenario B: Sudden Important Event
2026-08-14T00:05:41Z,0.8196,0.6332,0.7688,0.9483,0.3467,Scenario B: Sudden Important Event
2026-08-14T00:05:42Z,0.8856,0.7419,0.8845,0.7757,0.3539,Scenario B: Sudden Important Event
2026-08-14T00:05:43Z,0.8631,0.7724,0.8388,0.7708,0.2022,Scenario B: Sudden Important Event
2026-08-14T00:05:44Z,0.8034,0.8001,0.9236,0.8949,0.2832,Scenario B: Sudden Important Event
2026-08-14T00:05:45Z,0.9257,0.65,0.7854,0.8657,0.2963,Scenario B: Sudden Important Event
2026-08-14T00:05:46Z,0.9095,0.6419,0.8885,0.8048,0.2038,Scenario B: Sudden Important Event
2026-08-14T00:05:47Z,0.8817,0.6261,0.9176,0.7659,0.252,Scenario B: Sudden Important Event
2026-08-14T00:05:48Z,0.9201,0.7591,0.9389,0.7671,0.3521,Scenario B: Sudden Important Event
2026-08-14T00:05:49Z,0.9235,0.7766,0.8866,0.9288,0.2274,Scenario B: Sudden Important Event
2026-08-14T00:05:50Z,0.1056,0.2899,0.1056,0.1056,0.256,Scenario C: Gradual Trend
2026-08-14T00:05:51Z,0.159,0.3553,0.159,0.159,0.3717,Scenario C: Gradual Trend
2026-08-14T00:05:52Z,0.1566,0.2131,0.1566,0.1566,0.2584,Scenario C: Gradual Trend
2026-08-14T00:05:53Z,0.1779,0.2975,0.1779,0.1779,0.3822,Scenario C: Gradual Trend
2026-08-14T00:05:54Z,0.1677,0.2067,0.1677,0.1677,0.3508,Scenario C: Gradual Trend
2026-08-14T00:05:55Z,0.1384,0.2125,0.1384,0.1384,0.361,Scenario C: Gradual Trend
2026-08-14T00:05:56Z,0.207,0.3813,0.207,0.207,0.2036,Scenario C: Gradual Trend
2026-08-14T00:05:57Z,0.1699,0.2278,0.1699,0.1699,0.3926,Scenario C: Gradual Trend
2026-08-14T00:05:58Z,0.1773,0.3065,0.1773,0.1773,0.3453,Scenario C: Gradual Trend
2026-08-14T00:05:59Z,0.1537,0.2822,0.1537,0.1537,0.261,Scenario C: Gradual Trend
2026-08-14T00:06:00Z,0.1719,0.2695,0.1719,0.1719,0.3659,Scenario C: Gradual Trend
2026-08-14T00:06:01Z,0.1621,0.38,0.1621,0.1621,0.2563,Scenario C: Gradual Trend
2026-08-14T00:06:02Z,0.187,0.2044,0.187,0.187,0.3746,Scenario C: Gradual Trend
2026-08-14T00:06:03Z,0.2471,0.3328,0.2471,0.2471,0.2225,Scenario C: Gradual Trend
2026-08-14T00:06:04Z,0.1581,0.3927,0.1581,0.1581,0.3407,Scenario C: Gradual Trend
2026-08-14T00:06:05Z,0.1544,0.312,0.1544,0.1544,0.3081,Scenario C: Gradual Trend
2026-08-14T00:06:06Z,0.2504,0.3874,0.2504,0.2504,0.2193,Scenario C: Gradual Trend
2026-08-14T00:06:07Z,0.2035,0.2105,0.2035,0.2035,0.2484,Scenario C: Gradual Trend
2026-08-14T00:06:08Z,0.1932,0.2838,0.1932,0.1932,0.2025,Scenario C: Gradual Trend
2026-08-14T00:06:09Z,0.248,0.252,0.248,0.248,0.2938,Scenario C: Gradual Trend
2026-08-14T00:06:10Z,0.2022,0.3462,0.2022,0.2022,0.2603,Scenario C: Gradual Trend
2026-08-14T00:06:11Z,0.2786,0.3963,0.2786,0.2786,0.3197,Scenario C: Gradual Trend
2026-08-14T00:06:12Z,0.2477,0.2513,0.2477,0.2477,0.2594,Scenario C: Gradual Trend
2026-08-14T00:06:13Z,0.2163,0.3308,0.2163,0.2163,0.26,Scenario C: Gradual Trend
2026-08-14T00:06:14Z,0.2991,0.2396,0.2991,0.2991,0.3486,Scenario C: Gradual Trend
2026-08-14T00:06:15Z,0.2198,0.3131,0.2198,0.2198,0.2096,Scenario C: Gradual Trend
2026-08-14T00:06:16Z,0.2637,0.2928,0.2637,0.2637,0.3806,Scenario C: Gradual Trend
2026-08-14T00:06:17Z,0.254,0.3944,0.254,0.254,0.3705,Scenario C: Gradual Trend
2026-08-14T00:06:18Z,0.2875,0.3217,0.2875,0.2875,0.3336,Scenario C: Gradual Trend
2026-08-14T00:06:19Z,0.2989,0.2699,0.2989,0.2989,0.3186,Scenario C: Gradual Trend
2026-08-14T00:06:20Z,0.2565,0.2228,0.2565,0.2565,0.3785,Scenario C: Gradual Trend
2026-08-14T00:06:21Z,0.2364,0.2302,0.2364,0.2364,0.2371,Scenario C: Gradual Trend
2026-08-14T00:06:22Z,0.2764,0.2451,0.2764,0.2764,0.2158,Scenario C: Gradual Trend
2026-08-14T00:06:23Z,0.2457,0.2502,0.2457,0.2457,0.2479,Scenario C: Gradual Trend
2026-08-14T00:06:24Z,0.33,0.3701,0.33,0.33,0.3589,Scenario C: Gradual Trend
2026-08-14T00:06:25Z,0.2772,0.3122,0.2772,0.2772,0.2069,Scenario C: Gradual Trend
2026-08-14T00:06:26Z,0.2657,0.3047,0.2657,0.2657,0.3166,Scenario C: Gradual Trend
2026-08-14T00:06:27Z,0.2857,0.223,0.2857,0.2857,0.3991,Scenario C: Gradual Trend
2026-08-14T00:06:28Z,0.2433,0.372,0.2433,0.2433,0.3711,Scenario C: Gradual Trend
2026-08-14T00:06:29Z,0.258,0.3446,0.258,0.258,0.3043,Scenario C: Gradual Trend
2026-08-14T00:06:30Z,0.3267,0.2135,0.3267,0.3267,0.2127,Scenario C: Gradual Trend
2026-08-14T00:06:31Z,0.2745,0.3416,0.2745,0.2745,0.3663,Scenario C: Gradual Trend
2026-08-14T00:06:32Z,0.2663,0.3087,0.2663,0.2663,0.3198,Scenario C: Gradual Trend
2026-08-14T00:06:33Z,0.3174,0.2163,0.3174,0.3174,0.223,Scenario C: Gradual Trend
2026-08-14T00:06:34Z,0.3403,0.2917,0.3403,0.3403,0.2188,Scenario C: Gradual Trend
2026-08-14T00:06:35Z,0.3299,0.2969,0.3299,0.3299,0.3819,Scenario C: Gradual Trend
2026-08-14T00:06:36Z,0.3417,0.2332,0.3417,0.3417,0.3338,Scenario C: Gradual Trend
2026-08-14T00:06:37Z,0.2926,0.3891,0.2926,0.2926,0.3659,Scenario C: Gradual Trend
2026-08-14T00:06:38Z,0.2762,0.37,0.2762,0.2762,0.3758,Scenario C: Gradual Trend
2026-08-14T00:06:39Z,0.3674,0.3338,0.3674,0.3674,0.3144,Scenario C: Gradual Trend
2026-08-14T00:06:40Z,0.3162,0.2925,0.3162,0.3162,0.3035,Scenario C: Gradual Trend
2026-08-14T00:06:41Z,0.3219,0.2824,0.3219,0.3219,0.2861,Scenario C: Gradual Trend
2026-08-14T00:06:42Z,0.3728,0.3302,0.3728,0.3728,0.2634,Scenario C: Gradual Trend
2026-08-14T00:06:43Z,0.3531,0.3091,0.3531,0.3531,0.2869,Scenario C: Gradual Trend
2026-08-14T00:06:44Z,0.3536,0.2125,0.3536,0.3536,0.3548,Scenario C: Gradual Trend
2026-08-14T00:06:45Z,0.4084,0.3025,0.4084,0.4084,0.3204,Scenario C: Gradual Trend
2026-08-14T00:06:46Z,0.3277,0.3613,0.3277,0.3277,0.3785,Scenario C: Gradual Trend
2026-08-14T00:06:47Z,0.3783,0.2918,0.3783,0.3783,0.2887,Scenario C: Gradual Trend
2026-08-14T00:06:48Z,0.3557,0.2104,0.3557,0.3557,0.3214,Scenario C: Gradual Trend
2026-08-14T00:06:49Z,0.3656,0.3573,0.3656,0.3656,0.3263,Scenario C: Gradual Trend
2026-08-14T00:06:50Z,0.4069,0.2403,0.4069,0.4069,0.3183,Scenario C: Gradual Trend
2026-08-14T00:06:51Z,0.3798,0.2517,0.3798,0.3798,0.3405,Scenario C: Gradual Trend
2026-08-14T00:06:52Z,0.3842,0.2329,0.3842,0.3842,0.2475,Scenario C: Gradual Trend
2026-08-14T00:06:53Z,0.4038,0.266,0.4038,0.4038,0.3025,Scenario C: Gradual Trend
2026-08-14T00:06:54Z,0.3642,0.3514,0.3642,0.3642,0.2208,Scenario C: Gradual Trend
2026-08-14T00:06:55Z,0.3535,0.3039,0.3535,0.3535,0.2769,Scenario C: Gradual Trend
2026-08-14T00:06:56Z,0.3508,0.241,0.3508,0.3508,0.2975,Scenario C: Gradual Trend
2026-08-14T00:06:57Z,0.3267,0.3756,0.3267,0.3267,0.3304,Scenario C: Gradual Trend
2026-08-14T00:06:58Z,0.4509,0.3759,0.4509,0.4509,0.3901,Scenario C: Gradual Trend
2026-08-14T00:06:59Z,0.3596,0.3741,0.3596,0.3596,0.3201,Scenario C: Gradual Trend
2026-08-14T00:07:00Z,0.3896,0.2478,0.3896,0.3896,0.3487,Scenario C: Gradual Trend
2026-08-14T00:07:01Z,0.3914,0.2902,0.3914,0.3914,0.3013,Scenario C: Gradual Trend
2026-08-14T00:07:02Z,0.4125,0.397,0.4125,0.4125,0.3268,Scenario C: Gradual Trend
2026-08-14T00:07:03Z,0.4313,0.3544,0.4313,0.4313,0.2142,Scenario C: Gradual Trend
2026-08-14T00:07:04Z,0.4361,0.2054,0.4361,0.4361,0.2509,Scenario C: Gradual Trend
2026-08-14T00:07:05Z,0.3963,0.213,0.3963,0.3963,0.2724,Scenario C: Gradual Trend
2026-08-14T00:07:06Z,0.4123,0.2928,0.4123,0.4123,0.2945,Scenario C: Gradual Trend
2026-08-14T00:07:07Z,0.4293,0.3818,0.4293,0.4293,0.2091,Scenario C: Gradual Trend
2026-08-14T00:07:08Z,0.4169,0.3077,0.4169,0.4169,0.228,Scenario C: Gradual Trend
2026-08-14T00:07:09Z,0.4761,0.2996,0.4761,0.4761,0.2554,Scenario C: Gradual Trend
2026-08-14T00:07:10Z,0.4461,0.2211,0.4461,0.4461,0.3943,Scenario C: Gradual Trend
2026-08-14T00:07:11Z,0.457,0.3314,0.457,0.457,0.2663,Scenario C: Gradual Trend
2026-08-14T00:07:12Z,0.4583,0.3644,0.4583,0.4583,0.2964,Scenario C: Gradual Trend
2026-08-14T00:07:13Z,0.4772,0.2761,0.4772,0.4772,0.2392,Scenario C: Gradual Trend
2026-08-14T00:07:14Z,0.4509,0.3551,0.4509,0.4509,0.3222,Scenario C: Gradual Trend
2026-08-14T00:07:15Z,0.4101,0.3929,0.4101,0.4101,0.2561,Scenario C: Gradual Trend
2026-08-14T00:07:16Z,0.4645,0.2408,0.4645,0.4645,0.2414,Scenario C: Gradual Trend
2026-08-14T00:07:17Z,0.4365,0.3047,0.4365,0.4365,0.3033,Scenario C: Gradual Trend
2026-08-14T00:07:18Z,0.4437,0.2574,0.4437,0.4437,0.2011,Scenario C: Gradual Trend
2026-08-14T00:07:19Z,0.4807,0.3586,0.4807,0.4807,0.2015,Scenario C: Gradual Trend
2026-08-14T00:07:20Z,0.5037,0.3155,0.5037,0.5037,0.2438,Scenario C: Gradual Trend
2026-08-14T00:07:21Z,0.4707,0.3269,0.4707,0.4707,0.2073,Scenario C: Gradual Trend
2026-08-14T00:07:22Z,0.4829,0.3596,0.4829,0.4829,0.2216,Scenario C: Gradual Trend
2026-08-14T00:07:23Z,0.5282,0.2792,0.5282,0.5282,0.2678,Scenario C: Gradual Trend
2026-08-14T00:07:24Z,0.4879,0.383,0.4879,0.4879,0.3605,Scenario C: Gradual Trend
2026-08-14T00:07:25Z,0.5622,0.3066,0.5622,0.5622,0.3144,Scenario C: Gradual Trend
2026-08-14T00:07:26Z,0.5047,0.2316,0.5047,0.5047,0.3025,Scenario C: Gradual Trend
2026-08-14T00:07:27Z,0.4384,0.3392,0.4384,0.4384,0.2587,Scenario C: Gradual Trend
2026-08-14T00:07:28Z,0.5173,0.3587,0.5173,0.5173,0.3864,Scenario C: Gradual Trend
2026-08-14T00:07:29Z,0.5097,0.2634,0.5097,0.5097,0.2794,Scenario C: Gradual Trend
2026-08-14T00:07:30Z,0.5405,0.3714,0.5405,0.5405,0.2174,Scenario C: Gradual Trend
2026-08-14T00:07:31Z,0.5255,0.3812,0.5255,0.5255,0.3234,Scenario C: Gradual Trend
2026-08-14T00:07:32Z,0.5046,0.2554,0.5046,0.5046,0.2228,Scenario C: Gradual Trend
2026-08-14T00:07:33Z,0.4756,0.3967,0.4756,0.4756,0.269,Scenario C: Gradual Trend
2026-08-14T00:07:34Z,0.5096,0.2281,0.5096,0.5096,0.3015,Scenario C: Gradual Trend
2026-08-14T00:07:35Z,0.4938,0.2404,0.4938,0.4938,0.3748,Scenario C: Gradual Trend
2026-08-14T00:07:36Z,0.5054,0.2368,0.5054,0.5054,0.2987,Scenario C: Gradual Trend
2026-08-14T00:07:37Z,0.544,0.3788,0.544,0.544,0.3405,Scenario C: Gradual Trend
2026-08-14T00:07:38Z,0.58,0.3309,0.58,0.58,0.3986,Scenario C: Gradual Trend
2026-08-14T00:07:39Z,0.5453,0.2304,0.5453,0.5453,0.2263,Scenario C: Gradual Trend
2026-08-14T00:07:40Z,0.5011,0.2881,0.5011,0.5011,0.2549,Scenario C: Gradual Trend
2026-08-14T00:07:41Z,0.5538,0.3231,0.5538,0.5538,0.2789,Scenario C: Gradual Trend
2026-08-14T00:07:42Z,0.5799,0.2167,0.5799,0.5799,0.2844,Scenario C: Gradual Trend
2026-08-14T00:07:43Z,0.5292,0.3765,0.5292,0.5292,0.2822,Scenario C: Gradual Trend
2026-08-14T00:07:44Z,0.547,0.3607,0.547,0.547,0.3815,Scenario C: Gradual Trend
2026-08-14T00:07:45Z,0.555,0.301,0.555,0.555,0.3428,Scenario C: Gradual Trend
2026-08-14T00:07:46Z,0.5345,0.3934,0.5345,0.5345,0.3216,Scenario C: Gradual Trend
2026-08-14T00:07:47Z,0.581,0.2836,0.581,0.581,0.2619,Scenario C: Gradual Trend
2026-08-14T00:07:48Z,0.5614,0.3968,0.5614,0.5614,0.3648,Scenario C: Gradual Trend
2026-08-14T00:07:49Z,0.5812,0.3336,0.5812,0.5812,0.391,Scenario C: Gradual Trend
2026-08-14T00:07:50Z,0.5455,0.3269,0.5455,0.5455,0.3642,Scenario C: Gradual Trend
2026-08-14T00:07:51Z,0.5625,0.2332,0.5625,0.5625,0.2003,Scenario C: Gradual Trend
2026-08-14T00:07:52Z,0.6008,0.3764,0.6008,0.6008,0.3273,Scenario C: Gradual Trend
2026-08-14T00:07:53Z,0.5715,0.2855,0.5715,0.5715,0.2102,Scenario C: Gradual Trend
2026-08-14T00:07:54Z,0.638,0.2324,0.638,0.638,0.2515,Scenario C: Gradual Trend
2026-08-14T00:07:55Z,0.5777,0.2025,0.5777,0.5777,0.2119,Scenario C: Gradual Trend
2026-08-14T00:07:56Z,0.6,0.312,0.6,0.6,0.3208,Scenario C: Gradual Trend
2026-08-14T00:07:57Z,0.6247,0.3055,0.6247,0.6247,0.3373,Scenario C: Gradual Trend
2026-08-14T00:07:58Z,0.5577,0.3439,0.5577,0.5577,0.2229,Scenario C: Gradual Trend
2026-08-14T00:07:59Z,0.5509,0.3781,0.5509,0.5509,0.2768,Scenario C: Gradual Trend
2026-08-14T00:08:00Z,0.5615,0.2159,0.5615,0.5615,0.2912,Scenario C: Gradual Trend
2026-08-14T00:08:01Z,0.6487,0.3463,0.6487,0.6487,0.2738,Scenario C: Gradual Trend
2026-08-14T00:08:02Z,0.5978,0.2375,0.5978,0.5978,0.2242,Scenario C: Gradual Trend
2026-08-14T00:08:03Z,0.6946,0.3716,0.6946,0.6946,0.2838,Scenario C: Gradual Trend
2026-08-14T00:08:04Z,0.6044,0.3638,0.6044,0.6044,0.3502,Scenario C: Gradual Trend
2026-08-14T00:08:05Z,0.6304,0.3082,0.6304,0.6304,0.2142,Scenario C: Gradual Trend
2026-08-14T00:08:06Z,0.6747,0.342,0.6747,0.6747,0.216,Scenario C: Gradual Trend
2026-08-14T00:08:07Z,0.6921,0.2629,0.6921,0.6921,0.271,Scenario C: Gradual Trend
2026-08-14T00:08:08Z,0.6973,0.2942,0.6973,0.6973,0.3883,Scenario C: Gradual Trend
2026-08-14T00:08:09Z,0.6752,0.3643,0.6752,0.6752,0.3337,Scenario C: Gradual Trend
2026-08-14T00:08:10Z,0.6732,0.2919,0.6732,0.6732,0.3357,Scenario C: Gradual Trend
2026-08-14T00:08:11Z,0.6638,0.2716,0.6638,0.6638,0.2724,Scenario C: Gradual Trend
2026-08-14T00:08:12Z,0.6728,0.2988,0.6728,0.6728,0.3187,Scenario C: Gradual Trend
2026-08-14T00:08:13Z,0.6365,0.3656,0.6365,0.6365,0.202,Scenario C: Gradual Trend
2026-08-14T00:08:14Z,0.632,0.267,0.632,0.632,0.3272,Scenario C: Gradual Trend
2026-08-14T00:08:15Z,0.6599,0.2348,0.6599,0.6599,0.3827,Scenario C: Gradual Trend
2026-08-14T00:08:16Z,0.6585,0.3424,0.6585,0.6585,0.3225,Scenario C: Gradual Trend
2026-08-14T00:08:17Z,0.6535,0.3652,0.6535,0.6535,0.3747,Scenario C: Gradual Trend
2026-08-14T00:08:18Z,0.6915,0.2201,0.6915,0.6915,0.3448,Scenario C: Gradual Trend
2026-08-14T00:08:19Z,0.7028,0.248,0.7028,0.7028,0.2241,Scenario C: Gradual Trend
2026-08-14T00:08:20Z,0.6803,0.2284,0.6803,0.6803,0.3805,Scenario C: Gradual Trend
2026-08-14T00:08:21Z,0.7255,0.2696,0.7255,0.7255,0.2133,Scenario C: Gradual Trend
2026-08-14T00:08:22Z,0.6504,0.2901,0.6504,0.6504,0.3068,Scenario C: Gradual Trend
2026-08-14T00:08:23Z,0.6824,0.3498,0.6824,0.6824,0.2284,Scenario C: Gradual Trend
2026-08-14T00:08:24Z,0.6702,0.3302,0.6702,0.6702,0.2023,Scenario C: Gradual Trend
2026-08-14T00:08:25Z,0.6392,0.3242,0.6392,0.6392,0.2844,Scenario C: Gradual Trend
2026-08-14T00:08:26Z,0.6963,0.2705,0.6963,0.6963,0.259,Scenario C: Gradual Trend
2026-08-14T00:08:27Z,0.6986,0.3683,0.6986,0.6986,0.2972,Scenario C: Gradual Trend
2026-08-14T00:08:28Z,0.7512,0.2943,0.7512,0.7512,0.3154,Scenario C: Gradual Trend
2026-08-14T00:08:29Z,0.7282,0.3958,0.7282,0.7282,0.2087,Scenario C: Gradual Trend
2026-08-14T00:08:30Z,0.6821,0.3268,0.6821,0.6821,0.2246,Scenario C: Gradual Trend
2026-08-14T00:08:31Z,0.772,0.2253,0.772,0.772,0.3117,Scenario C: Gradual Trend
2026-08-14T00:08:32Z,0.7565,0.3352,0.7565,0.7565,0.2686,Scenario C: Gradual Trend
2026-08-14T00:08:33Z,0.7408,0.265,0.7408,0.7408,0.3458,Scenario C: Gradual Trend
